,Id,Dataset,Filepath,Filename,Ext,Speaker,Text,Gender,Age,Race,Accent,Emotion,Intensity/Level
122,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_IWL_ANG_XX.wav,1002_IWL_ANG_XX.wav,.wav,Crema_1002,I would like a new alarm clock,Female,21,Caucasian,Not Hispanic,Anger,Unspecified
123,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_IWL_DIS_XX.wav,1002_IWL_DIS_XX.wav,.wav,Crema_1002,I would like a new alarm clock,Female,21,Caucasian,Not Hispanic,Disgust,Unspecified
124,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_IWL_FEA_XX.wav,1002_IWL_FEA_XX.wav,.wav,Crema_1002,I would like a new alarm clock,Female,21,Caucasian,Not Hispanic,Fear,Unspecified
125,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_IWL_HAP_XX.wav,1002_IWL_HAP_XX.wav,.wav,Crema_1002,I would like a new alarm clock,Female,21,Caucasian,Not Hispanic,Happy,Unspecified
126,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_IWL_NEU_XX.wav,1002_IWL_NEU_XX.wav,.wav,Crema_1002,I would like a new alarm clock,Female,21,Caucasian,Not Hispanic,Neutral,Unspecified
127,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_IWL_SAD_XX.wav,1002_IWL_SAD_XX.wav,.wav,Crema_1002,I would like a new alarm clock,Female,21,Caucasian,Not Hispanic,Sad,Unspecified
128,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_IWW_ANG_XX.wav,1002_IWW_ANG_XX.wav,.wav,Crema_1002,I wonder what this is about,Female,21,Caucasian,Not Hispanic,Anger,Unspecified
129,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_IWW_DIS_XX.wav,1002_IWW_DIS_XX.wav,.wav,Crema_1002,I wonder what this is about,Female,21,Caucasian,Not Hispanic,Disgust,Unspecified
130,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_IWW_FEA_XX.wav,1002_IWW_FEA_XX.wav,.wav,Crema_1002,I wonder what this is about,Female,21,Caucasian,Not Hispanic,Fear,Unspecified
131,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_IWW_HAP_XX.wav,1002_IWW_HAP_XX.wav,.wav,Crema_1002,I wonder what this is about,Female,21,Caucasian,Not Hispanic,Happy,Unspecified
132,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_IWW_NEU_XX.wav,1002_IWW_NEU_XX.wav,.wav,Crema_1002,I wonder what this is about,Female,21,Caucasian,Not Hispanic,Neutral,Unspecified
133,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_IWW_SAD_XX.wav,1002_IWW_SAD_XX.wav,.wav,Crema_1002,I wonder what this is about,Female,21,Caucasian,Not Hispanic,Sad,Unspecified
134,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_MTI_ANG_XX.wav,1002_MTI_ANG_XX.wav,.wav,Crema_1002,Maybe tomorrow it will be cold,Female,21,Caucasian,Not Hispanic,Anger,Unspecified
135,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_MTI_DIS_XX.wav,1002_MTI_DIS_XX.wav,.wav,Crema_1002,Maybe tomorrow it will be cold,Female,21,Caucasian,Not Hispanic,Disgust,Unspecified
136,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_MTI_FEA_XX.wav,1002_MTI_FEA_XX.wav,.wav,Crema_1002,Maybe tomorrow it will be cold,Female,21,Caucasian,Not Hispanic,Fear,Unspecified
137,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_MTI_HAP_XX.wav,1002_MTI_HAP_XX.wav,.wav,Crema_1002,Maybe tomorrow it will be cold,Female,21,Caucasian,Not Hispanic,Happy,Unspecified
138,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_MTI_NEU_XX.wav,1002_MTI_NEU_XX.wav,.wav,Crema_1002,Maybe tomorrow it will be cold,Female,21,Caucasian,Not Hispanic,Neutral,Unspecified
139,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_MTI_SAD_XX.wav,1002_MTI_SAD_XX.wav,.wav,Crema_1002,Maybe tomorrow it will be cold,Female,21,Caucasian,Not Hispanic,Sad,Unspecified
140,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_TAI_ANG_XX.wav,1002_TAI_ANG_XX.wav,.wav,Crema_1002,The airplane is almost full,Female,21,Caucasian,Not Hispanic,Anger,Unspecified
141,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_TAI_DIS_XX.wav,1002_TAI_DIS_XX.wav,.wav,Crema_1002,The airplane is almost full,Female,21,Caucasian,Not Hispanic,Disgust,Unspecified
142,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_TAI_FEA_XX.wav,1002_TAI_FEA_XX.wav,.wav,Crema_1002,The airplane is almost full,Female,21,Caucasian,Not Hispanic,Fear,Unspecified
143,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_TAI_HAP_XX.wav,1002_TAI_HAP_XX.wav,.wav,Crema_1002,The airplane is almost full,Female,21,Caucasian,Not Hispanic,Happy,Unspecified
144,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_TAI_NEU_XX.wav,1002_TAI_NEU_XX.wav,.wav,Crema_1002,The airplane is almost full,Female,21,Caucasian,Not Hispanic,Neutral,Unspecified
145,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_TAI_SAD_XX.wav,1002_TAI_SAD_XX.wav,.wav,Crema_1002,The airplane is almost full,Female,21,Caucasian,Not Hispanic,Sad,Unspecified
146,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_TIE_ANG_XX.wav,1002_TIE_ANG_XX.wav,.wav,Crema_1002,That is exactly what happened,Female,21,Caucasian,Not Hispanic,Anger,Unspecified
147,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_TIE_DIS_XX.wav,1002_TIE_DIS_XX.wav,.wav,Crema_1002,That is exactly what happened,Female,21,Caucasian,Not Hispanic,Disgust,Unspecified
148,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_TIE_FEA_XX.wav,1002_TIE_FEA_XX.wav,.wav,Crema_1002,That is exactly what happened,Female,21,Caucasian,Not Hispanic,Fear,Unspecified
149,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_TIE_HAP_XX.wav,1002_TIE_HAP_XX.wav,.wav,Crema_1002,That is exactly what happened,Female,21,Caucasian,Not Hispanic,Happy,Unspecified
150,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_TIE_SAD_XX.wav,1002_TIE_SAD_XX.wav,.wav,Crema_1002,That is exactly what happened,Female,21,Caucasian,Not Hispanic,Sad,Unspecified
151,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_TSI_ANG_XX.wav,1002_TSI_ANG_XX.wav,.wav,Crema_1002,The surface is slick,Female,21,Caucasian,Not Hispanic,Anger,Unspecified
152,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_TSI_DIS_XX.wav,1002_TSI_DIS_XX.wav,.wav,Crema_1002,The surface is slick,Female,21,Caucasian,Not Hispanic,Disgust,Unspecified
153,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_TSI_FEA_XX.wav,1002_TSI_FEA_XX.wav,.wav,Crema_1002,The surface is slick,Female,21,Caucasian,Not Hispanic,Fear,Unspecified
154,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_TSI_HAP_XX.wav,1002_TSI_HAP_XX.wav,.wav,Crema_1002,The surface is slick,Female,21,Caucasian,Not Hispanic,Happy,Unspecified
155,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_TSI_NEU_XX.wav,1002_TSI_NEU_XX.wav,.wav,Crema_1002,The surface is slick,Female,21,Caucasian,Not Hispanic,Neutral,Unspecified
156,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_TSI_SAD_XX.wav,1002_TSI_SAD_XX.wav,.wav,Crema_1002,The surface is slick,Female,21,Caucasian,Not Hispanic,Sad,Unspecified
157,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_WSI_ANG_XX.wav,1002_WSI_ANG_XX.wav,.wav,Crema_1002,We'll stop in a couple of minutes,Female,21,Caucasian,Not Hispanic,Anger,Unspecified
158,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_WSI_DIS_XX.wav,1002_WSI_DIS_XX.wav,.wav,Crema_1002,We'll stop in a couple of minutes,Female,21,Caucasian,Not Hispanic,Disgust,Unspecified
159,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_WSI_FEA_XX.wav,1002_WSI_FEA_XX.wav,.wav,Crema_1002,We'll stop in a couple of minutes,Female,21,Caucasian,Not Hispanic,Fear,Unspecified
160,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_WSI_HAP_XX.wav,1002_WSI_HAP_XX.wav,.wav,Crema_1002,We'll stop in a couple of minutes,Female,21,Caucasian,Not Hispanic,Happy,Unspecified
161,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_WSI_NEU_XX.wav,1002_WSI_NEU_XX.wav,.wav,Crema_1002,We'll stop in a couple of minutes,Female,21,Caucasian,Not Hispanic,Neutral,Unspecified
162,,CREMA-D,./data/CREMA-D-master\AudioWAV\1002_WSI_SAD_XX.wav,1002_WSI_SAD_XX.wav,.wav,Crema_1002,We'll stop in a couple of minutes,Female,21,Caucasian,Not Hispanic,Sad,Unspecified
163,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_DFA_ANG_XX.wav,1003_DFA_ANG_XX.wav,.wav,Crema_1003,Don't forget a jacket,Female,21,Caucasian,Not Hispanic,Anger,Unspecified
164,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_DFA_DIS_XX.wav,1003_DFA_DIS_XX.wav,.wav,Crema_1003,Don't forget a jacket,Female,21,Caucasian,Not Hispanic,Disgust,Unspecified
165,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_DFA_FEA_XX.wav,1003_DFA_FEA_XX.wav,.wav,Crema_1003,Don't forget a jacket,Female,21,Caucasian,Not Hispanic,Fear,Unspecified
166,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_DFA_HAP_XX.wav,1003_DFA_HAP_XX.wav,.wav,Crema_1003,Don't forget a jacket,Female,21,Caucasian,Not Hispanic,Happy,Unspecified
167,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_DFA_NEU_XX.wav,1003_DFA_NEU_XX.wav,.wav,Crema_1003,Don't forget a jacket,Female,21,Caucasian,Not Hispanic,Neutral,Unspecified
168,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_DFA_SAD_XX.wav,1003_DFA_SAD_XX.wav,.wav,Crema_1003,Don't forget a jacket,Female,21,Caucasian,Not Hispanic,Sad,Unspecified
169,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IEO_ANG_HI.wav,1003_IEO_ANG_HI.wav,.wav,Crema_1003,It's eleven o'clock,Female,21,Caucasian,Not Hispanic,Anger,High
170,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IEO_ANG_LO.wav,1003_IEO_ANG_LO.wav,.wav,Crema_1003,It's eleven o'clock,Female,21,Caucasian,Not Hispanic,Anger,Low
171,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IEO_ANG_MD.wav,1003_IEO_ANG_MD.wav,.wav,Crema_1003,It's eleven o'clock,Female,21,Caucasian,Not Hispanic,Anger,Medium
172,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IEO_DIS_HI.wav,1003_IEO_DIS_HI.wav,.wav,Crema_1003,It's eleven o'clock,Female,21,Caucasian,Not Hispanic,Disgust,High
173,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IEO_DIS_LO.wav,1003_IEO_DIS_LO.wav,.wav,Crema_1003,It's eleven o'clock,Female,21,Caucasian,Not Hispanic,Disgust,Low
174,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IEO_DIS_MD.wav,1003_IEO_DIS_MD.wav,.wav,Crema_1003,It's eleven o'clock,Female,21,Caucasian,Not Hispanic,Disgust,Medium
175,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IEO_FEA_HI.wav,1003_IEO_FEA_HI.wav,.wav,Crema_1003,It's eleven o'clock,Female,21,Caucasian,Not Hispanic,Fear,High
176,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IEO_FEA_LO.wav,1003_IEO_FEA_LO.wav,.wav,Crema_1003,It's eleven o'clock,Female,21,Caucasian,Not Hispanic,Fear,Low
177,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IEO_FEA_MD.wav,1003_IEO_FEA_MD.wav,.wav,Crema_1003,It's eleven o'clock,Female,21,Caucasian,Not Hispanic,Fear,Medium
178,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IEO_HAP_HI.wav,1003_IEO_HAP_HI.wav,.wav,Crema_1003,It's eleven o'clock,Female,21,Caucasian,Not Hispanic,Happy,High
179,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IEO_HAP_LO.wav,1003_IEO_HAP_LO.wav,.wav,Crema_1003,It's eleven o'clock,Female,21,Caucasian,Not Hispanic,Happy,Low
180,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IEO_HAP_MD.wav,1003_IEO_HAP_MD.wav,.wav,Crema_1003,It's eleven o'clock,Female,21,Caucasian,Not Hispanic,Happy,Medium
181,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IEO_NEU_XX.wav,1003_IEO_NEU_XX.wav,.wav,Crema_1003,It's eleven o'clock,Female,21,Caucasian,Not Hispanic,Neutral,Unspecified
182,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IEO_SAD_HI.wav,1003_IEO_SAD_HI.wav,.wav,Crema_1003,It's eleven o'clock,Female,21,Caucasian,Not Hispanic,Sad,High
183,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IEO_SAD_LO.wav,1003_IEO_SAD_LO.wav,.wav,Crema_1003,It's eleven o'clock,Female,21,Caucasian,Not Hispanic,Sad,Low
184,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IEO_SAD_MD.wav,1003_IEO_SAD_MD.wav,.wav,Crema_1003,It's eleven o'clock,Female,21,Caucasian,Not Hispanic,Sad,Medium
185,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IOM_ANG_XX.wav,1003_IOM_ANG_XX.wav,.wav,Crema_1003,I'm on my way to the meeting,Female,21,Caucasian,Not Hispanic,Anger,Unspecified
186,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IOM_DIS_XX.wav,1003_IOM_DIS_XX.wav,.wav,Crema_1003,I'm on my way to the meeting,Female,21,Caucasian,Not Hispanic,Disgust,Unspecified
187,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IOM_FEA_XX.wav,1003_IOM_FEA_XX.wav,.wav,Crema_1003,I'm on my way to the meeting,Female,21,Caucasian,Not Hispanic,Fear,Unspecified
188,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IOM_HAP_XX.wav,1003_IOM_HAP_XX.wav,.wav,Crema_1003,I'm on my way to the meeting,Female,21,Caucasian,Not Hispanic,Happy,Unspecified
189,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IOM_NEU_XX.wav,1003_IOM_NEU_XX.wav,.wav,Crema_1003,I'm on my way to the meeting,Female,21,Caucasian,Not Hispanic,Neutral,Unspecified
190,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IOM_SAD_XX.wav,1003_IOM_SAD_XX.wav,.wav,Crema_1003,I'm on my way to the meeting,Female,21,Caucasian,Not Hispanic,Sad,Unspecified
191,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_ITH_ANG_XX.wav,1003_ITH_ANG_XX.wav,.wav,Crema_1003,I think I have a doctor's appointment,Female,21,Caucasian,Not Hispanic,Anger,Unspecified
192,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_ITH_DIS_XX.wav,1003_ITH_DIS_XX.wav,.wav,Crema_1003,I think I have a doctor's appointment,Female,21,Caucasian,Not Hispanic,Disgust,Unspecified
193,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_ITH_FEA_XX.wav,1003_ITH_FEA_XX.wav,.wav,Crema_1003,I think I have a doctor's appointment,Female,21,Caucasian,Not Hispanic,Fear,Unspecified
194,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_ITH_HAP_XX.wav,1003_ITH_HAP_XX.wav,.wav,Crema_1003,I think I have a doctor's appointment,Female,21,Caucasian,Not Hispanic,Happy,Unspecified
195,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_ITH_NEU_XX.wav,1003_ITH_NEU_XX.wav,.wav,Crema_1003,I think I have a doctor's appointment,Female,21,Caucasian,Not Hispanic,Neutral,Unspecified
196,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_ITH_SAD_XX.wav,1003_ITH_SAD_XX.wav,.wav,Crema_1003,I think I have a doctor's appointment,Female,21,Caucasian,Not Hispanic,Sad,Unspecified
197,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_ITS_ANG_XX.wav,1003_ITS_ANG_XX.wav,.wav,Crema_1003,I think I've seen this before,Female,21,Caucasian,Not Hispanic,Anger,Unspecified
198,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_ITS_DIS_XX.wav,1003_ITS_DIS_XX.wav,.wav,Crema_1003,I think I've seen this before,Female,21,Caucasian,Not Hispanic,Disgust,Unspecified
199,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_ITS_FEA_XX.wav,1003_ITS_FEA_XX.wav,.wav,Crema_1003,I think I've seen this before,Female,21,Caucasian,Not Hispanic,Fear,Unspecified
200,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_ITS_HAP_XX.wav,1003_ITS_HAP_XX.wav,.wav,Crema_1003,I think I've seen this before,Female,21,Caucasian,Not Hispanic,Happy,Unspecified
201,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_ITS_NEU_XX.wav,1003_ITS_NEU_XX.wav,.wav,Crema_1003,I think I've seen this before,Female,21,Caucasian,Not Hispanic,Neutral,Unspecified
202,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_ITS_SAD_XX.wav,1003_ITS_SAD_XX.wav,.wav,Crema_1003,I think I've seen this before,Female,21,Caucasian,Not Hispanic,Sad,Unspecified
203,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IWL_ANG_XX.wav,1003_IWL_ANG_XX.wav,.wav,Crema_1003,I would like a new alarm clock,Female,21,Caucasian,Not Hispanic,Anger,Unspecified
204,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IWL_DIS_XX.wav,1003_IWL_DIS_XX.wav,.wav,Crema_1003,I would like a new alarm clock,Female,21,Caucasian,Not Hispanic,Disgust,Unspecified
205,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IWL_FEA_XX.wav,1003_IWL_FEA_XX.wav,.wav,Crema_1003,I would like a new alarm clock,Female,21,Caucasian,Not Hispanic,Fear,Unspecified
206,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IWL_HAP_XX.wav,1003_IWL_HAP_XX.wav,.wav,Crema_1003,I would like a new alarm clock,Female,21,Caucasian,Not Hispanic,Happy,Unspecified
207,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IWL_NEU_XX.wav,1003_IWL_NEU_XX.wav,.wav,Crema_1003,I would like a new alarm clock,Female,21,Caucasian,Not Hispanic,Neutral,Unspecified
208,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IWL_SAD_XX.wav,1003_IWL_SAD_XX.wav,.wav,Crema_1003,I would like a new alarm clock,Female,21,Caucasian,Not Hispanic,Sad,Unspecified
209,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IWW_ANG_XX.wav,1003_IWW_ANG_XX.wav,.wav,Crema_1003,I wonder what this is about,Female,21,Caucasian,Not Hispanic,Anger,Unspecified
210,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IWW_DIS_XX.wav,1003_IWW_DIS_XX.wav,.wav,Crema_1003,I wonder what this is about,Female,21,Caucasian,Not Hispanic,Disgust,Unspecified
211,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IWW_FEA_XX.wav,1003_IWW_FEA_XX.wav,.wav,Crema_1003,I wonder what this is about,Female,21,Caucasian,Not Hispanic,Fear,Unspecified
212,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IWW_HAP_XX.wav,1003_IWW_HAP_XX.wav,.wav,Crema_1003,I wonder what this is about,Female,21,Caucasian,Not Hispanic,Happy,Unspecified
213,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IWW_NEU_XX.wav,1003_IWW_NEU_XX.wav,.wav,Crema_1003,I wonder what this is about,Female,21,Caucasian,Not Hispanic,Neutral,Unspecified
214,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_IWW_SAD_XX.wav,1003_IWW_SAD_XX.wav,.wav,Crema_1003,I wonder what this is about,Female,21,Caucasian,Not Hispanic,Sad,Unspecified
215,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_MTI_ANG_XX.wav,1003_MTI_ANG_XX.wav,.wav,Crema_1003,Maybe tomorrow it will be cold,Female,21,Caucasian,Not Hispanic,Anger,Unspecified
216,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_MTI_DIS_XX.wav,1003_MTI_DIS_XX.wav,.wav,Crema_1003,Maybe tomorrow it will be cold,Female,21,Caucasian,Not Hispanic,Disgust,Unspecified
217,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_MTI_FEA_XX.wav,1003_MTI_FEA_XX.wav,.wav,Crema_1003,Maybe tomorrow it will be cold,Female,21,Caucasian,Not Hispanic,Fear,Unspecified
218,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_MTI_HAP_XX.wav,1003_MTI_HAP_XX.wav,.wav,Crema_1003,Maybe tomorrow it will be cold,Female,21,Caucasian,Not Hispanic,Happy,Unspecified
219,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_MTI_NEU_XX.wav,1003_MTI_NEU_XX.wav,.wav,Crema_1003,Maybe tomorrow it will be cold,Female,21,Caucasian,Not Hispanic,Neutral,Unspecified
220,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_MTI_SAD_XX.wav,1003_MTI_SAD_XX.wav,.wav,Crema_1003,Maybe tomorrow it will be cold,Female,21,Caucasian,Not Hispanic,Sad,Unspecified
221,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_TAI_ANG_XX.wav,1003_TAI_ANG_XX.wav,.wav,Crema_1003,The airplane is almost full,Female,21,Caucasian,Not Hispanic,Anger,Unspecified
222,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_TAI_DIS_XX.wav,1003_TAI_DIS_XX.wav,.wav,Crema_1003,The airplane is almost full,Female,21,Caucasian,Not Hispanic,Disgust,Unspecified
223,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_TAI_FEA_XX.wav,1003_TAI_FEA_XX.wav,.wav,Crema_1003,The airplane is almost full,Female,21,Caucasian,Not Hispanic,Fear,Unspecified
224,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_TAI_HAP_XX.wav,1003_TAI_HAP_XX.wav,.wav,Crema_1003,The airplane is almost full,Female,21,Caucasian,Not Hispanic,Happy,Unspecified
225,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_TAI_NEU_XX.wav,1003_TAI_NEU_XX.wav,.wav,Crema_1003,The airplane is almost full,Female,21,Caucasian,Not Hispanic,Neutral,Unspecified
226,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_TAI_SAD_XX.wav,1003_TAI_SAD_XX.wav,.wav,Crema_1003,The airplane is almost full,Female,21,Caucasian,Not Hispanic,Sad,Unspecified
227,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_TIE_ANG_XX.wav,1003_TIE_ANG_XX.wav,.wav,Crema_1003,That is exactly what happened,Female,21,Caucasian,Not Hispanic,Anger,Unspecified
228,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_TIE_DIS_XX.wav,1003_TIE_DIS_XX.wav,.wav,Crema_1003,That is exactly what happened,Female,21,Caucasian,Not Hispanic,Disgust,Unspecified
229,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_TIE_FEA_XX.wav,1003_TIE_FEA_XX.wav,.wav,Crema_1003,That is exactly what happened,Female,21,Caucasian,Not Hispanic,Fear,Unspecified
230,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_TIE_HAP_XX.wav,1003_TIE_HAP_XX.wav,.wav,Crema_1003,That is exactly what happened,Female,21,Caucasian,Not Hispanic,Happy,Unspecified
231,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_TIE_NEU_XX.wav,1003_TIE_NEU_XX.wav,.wav,Crema_1003,That is exactly what happened,Female,21,Caucasian,Not Hispanic,Neutral,Unspecified
232,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_TIE_SAD_XX.wav,1003_TIE_SAD_XX.wav,.wav,Crema_1003,That is exactly what happened,Female,21,Caucasian,Not Hispanic,Sad,Unspecified
233,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_TSI_ANG_XX.wav,1003_TSI_ANG_XX.wav,.wav,Crema_1003,The surface is slick,Female,21,Caucasian,Not Hispanic,Anger,Unspecified
234,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_TSI_DIS_XX.wav,1003_TSI_DIS_XX.wav,.wav,Crema_1003,The surface is slick,Female,21,Caucasian,Not Hispanic,Disgust,Unspecified
235,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_TSI_FEA_XX.wav,1003_TSI_FEA_XX.wav,.wav,Crema_1003,The surface is slick,Female,21,Caucasian,Not Hispanic,Fear,Unspecified
236,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_TSI_HAP_XX.wav,1003_TSI_HAP_XX.wav,.wav,Crema_1003,The surface is slick,Female,21,Caucasian,Not Hispanic,Happy,Unspecified
237,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_TSI_NEU_XX.wav,1003_TSI_NEU_XX.wav,.wav,Crema_1003,The surface is slick,Female,21,Caucasian,Not Hispanic,Neutral,Unspecified
238,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_TSI_SAD_XX.wav,1003_TSI_SAD_XX.wav,.wav,Crema_1003,The surface is slick,Female,21,Caucasian,Not Hispanic,Sad,Unspecified
239,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_WSI_ANG_XX.wav,1003_WSI_ANG_XX.wav,.wav,Crema_1003,We'll stop in a couple of minutes,Female,21,Caucasian,Not Hispanic,Anger,Unspecified
240,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_WSI_DIS_XX.wav,1003_WSI_DIS_XX.wav,.wav,Crema_1003,We'll stop in a couple of minutes,Female,21,Caucasian,Not Hispanic,Disgust,Unspecified
241,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_WSI_FEA_XX.wav,1003_WSI_FEA_XX.wav,.wav,Crema_1003,We'll stop in a couple of minutes,Female,21,Caucasian,Not Hispanic,Fear,Unspecified
242,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_WSI_HAP_XX.wav,1003_WSI_HAP_XX.wav,.wav,Crema_1003,We'll stop in a couple of minutes,Female,21,Caucasian,Not Hispanic,Happy,Unspecified
243,,CREMA-D,./data/CREMA-D-master\AudioWAV\1003_WSI_NEU_XX.wav,1003_WSI_NEU_XX.wav,.wav,Crema_1003,We'll stop in a couple of minutes,Female,21,Caucasian,Not Hispanic,Neutral,Unspecified
